source,target,relation
http://purl.obolibrary.org/obo/UBERON_0016879,http://purl.obolibrary.org/obo/UBERON_0001017,has potential to develop into
http://purl.obolibrary.org/obo/CHEBI_101278,http://purl.obolibrary.org/obo/DRON_00020325,is_bearer_of
http://purl.obolibrary.org/obo/DRON_00023210,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000000102,has participant
http://purl.obolibrary.org/obo/DRON_00023210,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000000109,has participant
http://purl.obolibrary.org/obo/DRON_00023210,http://purl.obolibrary.org/obo/CHEBI_8597,has_proper_part
http://purl.obolibrary.org/obo/DRON_00027879,http://purl.obolibrary.org/obo/DRON_00018683,has_proper_part
http://purl.obolibrary.org/obo/DRON_00027879,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000020084,has participant
http://purl.obolibrary.org/obo/DRON_00027879,http://evs.nci.nih.gov/ftp1/NDF-RT/NDF-RT.owl#N0000175075,has participant
http://purl.obolibrary.org/obo/ODNAE_0000209,http://purl.obolibrary.org/obo/DRON_00025843,has participant
http://purl.obolibrary.org/obo/DRON_00030794,http://purl.obolibrary.org/obo/DRON_00018834,has_proper_part
http://purl.obolibrary.org/obo/ODNAE_0000207,http://purl.obolibrary.org/obo/DRON_00023012,has participant
http://purl.obolibrary.org/obo/ODNAE_0000208,http://purl.obolibrary.org/obo/DRON_00025843,has participant
http://purl.obolibrary.org/obo/DRON_00023605,http://purl.obolibrary.org/obo/CHEBI_63627,has_proper_part
http://purl.obolibrary.org/obo/ODNAE_0000201,http://purl.obolibrary.org/obo/DRON_00030338,has participant
http://purl.obolibrary.org/obo/ODNAE_0000202,http://purl.obolibrary.org/obo/DRON_00020620,has participant
http://purl.obolibrary.org/obo/ODNAE_0000200,http://purl.obolibrary.org/obo/DRON_00022385,has participant
http://purl.obolibrary.org/obo/ODNAE_0000205,http://purl.obolibrary.org/obo/DRON_00024436,has participant
